source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,rv_template_fe_h,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
3313338437304461312,67.64717174561693,17.06866686776197,2.3455635887292337,1.1527291482694904,-8.867148431665308,1.0300446,17.242323,2.3135471,1.2114296,1.1021175,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3979.8645,4.7241,-0.1627,389.9215,1.6058,1.1032,0.6163
3313338437304461440,67.6465557127698,17.066898837121002,1.8177975653421752,0.6602869634822346,-8.8595745405928,1.0082235,18.489927,2.7703,1.5633144,1.2069855,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3483.2876,4.6047,-0.8037,386.6945,1.5322,0.9981,0.6066
3313338467367139840,67.65705444028575,17.07436055354212,0.780967276143515,1.425464301698212,0.7627253538069756,1.052855,19.96061,1.4099522,0.6904316,0.71952057,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313338471663226880,67.67129409710198,17.071352030050395,1.2008999092605992,-0.6051695112365144,0.05483321022420753,0.99823755,20.525148,1.4052238,0.4803791,0.92484474,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313338471665368192,67.67053704701387,17.074486097362065,,,,,20.78391,1.4304771,0.469635,0.96084213,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313338501726878592,67.63922529965747,17.074342926643073,0.6235947583796959,0.8734510186417472,-1.5808785249439206,1.0168023,19.659971,1.2464638,0.5994148,0.64704895,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313338501730759808,67.63741346076935,17.074568530329838,1.1215899878535953,1.1857862661930978,-6.094510635633842,0.93932045,20.83748,1.5279484,0.42912865,1.0988197,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313338506023937920,67.64905751520178,17.074325413287156,1.8118257113211607,4.166139555113402,-0.07071019891797084,0.9961412,18.93383,3.3981972,2.0435772,1.35462,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3093.799,4.9024,0.308,276.7382,1.1471,0.6772,0.5064
3313338506023938304,67.63863040985851,17.068874611425816,1.4062107882987278,-1.010324280816161,-2.2578869926957816,0.937298,15.311383,1.3681545,0.60683346,0.76132107,,,VARIABLE,0,true,false,false,true,false,true,true,5407.8374,4.5297,-0.3365,601.9178,1.1145,0.8847,0.4777
3313338574741932928,67.68390236725764,17.084114699616194,1.6404062595457571,0.46829326221122997,3.4452905971079466,1.0661825,20.63474,1.6935825,0.5169487,1.1766338,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313338574742442240,67.68001897536308,17.08759869845821,,,,,20.872622,1.9543686,0.5059166,1.448452,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313338574742442496,67.67016156934537,17.082556836994076,0.10436102469876234,-0.20279088816511923,-2.3963401908029884,1.1349071,20.218037,1.890625,0.75330544,1.1373196,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313338574743511808,67.67872755725124,17.08561968008385,1.0092062831632271,3.7227342246595403,4.646288882613647,0.9580686,18.430025,1.9650364,0.96273804,1.0022984,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3606.8647,4.3472,-1.7837,503.3789,0.4682,0.3265,0.1765
3313338604806098048,67.68155833655135,17.09370984998028,0.1102836341709054,0.7569659477571453,-1.4687762393020452,1.0085338,18.549803,1.3838806,0.48457336,0.89930725,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4561.803,4.9718,-2.8364,985.2869,0.4144,0.3195,0.1744
3313338604806099456,67.68584451578666,17.100503203388964,1.9865869066468478,-0.1506672843112763,5.062502463157914,1.0022078,20.177868,2.2197075,0.9227295,1.296978,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313338609101716352,67.6861133418242,17.099602369748236,2.7424115775106936,3.5207364551242364,-5.570439578360031,1.1051074,20.52687,-0.056037903,-1.2522469,1.196209,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313338609103248512,67.68893706817822,17.089152330637802,0.15812926862847387,3.5576089884438717,-2.8123442791537103,1.0153474,17.47774,1.2138824,0.5267143,0.6871681,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5182.585,4.7894,-2.4773,1168.2747,0.5499,0.441,0.2428
3313338643462891136,67.66344687198863,17.10060992282282,0.5954301286868043,0.7145670862092213,-1.837027262444937,0.95507014,15.850257,1.18435,0.5062113,0.67813873,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5967.273,4.4218,-0.7352,1084.7528,1.0623,0.872,0.4768
3313338643462891264,67.6674272225954,17.093342765102282,0.48724050001142305,2.0131545934892263,-1.8010798449840233,1.0724888,16.3063,1.2003193,0.5131588,0.6871605,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5855.9414,4.6468,-0.8453,1025.0337,1.0286,0.8407,0.4597
3313338677822629376,67.67184387081005,17.10171675115349,1.5464371497091176,-0.4927611652624113,-15.735679121792307,1.0324541,18.753204,2.6889057,1.4411831,1.2477226,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,3444.7827,4.2814,-0.2196,857.4183,1.3972,0.8901,0.58
3313339880412612224,67.7869336761952,17.016079993983126,,,,,20.747742,0.9686279,0.19526482,0.7733631,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313340150994303872,67.77411324042069,17.03350122502117,0.17494926161504612,4.839680144503852,-5.8811367416654905,1.0793822,19.357006,1.0931683,0.44672012,0.64644814,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313340155288551296,67.77979949742277,17.033611461425643,-0.19513655884119538,-1.852114691380672,-1.9834268571595606,1.0298972,20.185493,0.79530144,0.25760078,0.53770065,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313340185354232704,67.78128374617877,17.040741424932207,0.8497078411265095,5.21529385414551,-7.270118521814629,1.0303909,19.941742,1.9526329,0.9384899,1.014143,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313343105931808512,67.77216741111314,17.043631384636324,1.9572911338791505,9.576165570384177,-17.346310201208365,1.0690045,17.62124,2.4009209,1.2924366,1.1084843,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3880.189,4.3625,-0.0614,767.1673,1.5402,1.0494,0.5978
3313343105935143552,67.76159997558456,17.05230364889532,0.437499809542889,2.118370278845417,-1.9985007526387872,1.0325407,19.984941,1.4815464,0.67482567,0.80672073,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313343174651289728,67.75862111817932,17.0558174075058,0.5332399758078871,1.9319529368178063,-1.3296085465859901,0.9555253,15.388921,1.044837,0.4301958,0.6146412,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,6873.512,4.4247,-0.7623,1267.9955,1.2261,1.0397,0.5673
3313343213307235456,67.7718275245139,17.063930920211412,-1.5508062472805069,4.570536905239828,0.45442860850585043,1.0176034,20.766195,1.0257511,0.19473839,0.8310127,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313343380809904768,67.73908231029682,17.070113326496106,-0.05915012632916039,4.134545268524533,0.8996148764769247,1.0069634,19.627888,1.8045464,0.91856,0.8859863,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313343385105893248,67.74211461626898,17.065907991791367,2.9395398240148864,7.444856800749017,-4.851945208268747,1.2310544,20.764425,2.0345707,0.790905,1.2436657,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313343385106880768,67.73502550223135,17.06631613140184,0.9518333123359761,17.598380337777343,-8.995828388486284,0.9992877,16.575607,1.4898329,0.6816158,0.80821705,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4828.4883,4.6801,-0.5278,700.7101,0.9376,0.721,0.3859
3313343415169466624,67.74886785000386,17.07893925416251,0.6245011494090755,2.111058497821944,-3.812626732517989,0.9960265,17.460382,1.5418491,0.7224636,0.8193855,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4311.291,4.638,-1.071,888.7314,0.4139,0.3105,0.1664
3313343419465665280,67.74930671603519,17.070406559461773,,,,,21.288748,,,3.5992737,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313343449529202688,67.72951688938495,17.073109877351705,-0.1445006365513672,2.9148541223941287,-1.6986196449646451,0.9972271,18.7383,1.2155704,0.56323814,0.6523323,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4547.7803,4.9826,-2.8206,1218.3165,0.1146,0.0889,0.0484
3313343449529203968,67.73513760238123,17.076657529747887,0.517267290177111,0.5586625506446815,-0.9036954475357718,1.0186058,19.329866,1.304802,0.62275124,0.6820507,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313343453824780288,67.73172037423714,17.07504803818857,0.8401500759131295,-0.37803498401532665,-1.6006923029119295,0.98669595,20.233738,1.7134762,0.8318119,0.8816643,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313343453826356352,67.7355274506079,17.074455857495558,0.7246918998933674,-0.9998698264514534,-5.030136969913461,1.0270814,19.140358,1.9944897,0.9878082,1.0066814,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313343488187166464,67.74062357141503,17.083880974824815,-0.3303903823352107,2.381782940232376,2.4862919743787355,1.0220253,20.561615,1.4800854,0.5433235,0.93676186,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313343586968160896,67.75396604219766,17.08983358065031,0.2149775744036644,-0.8945117001822479,-2.423692200241458,0.9655509,18.13292,1.3887463,0.6224003,0.766346,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4312.6143,4.8774,-1.8069,870.6296,0.0499,0.0379,0.0204
3313344209739024000,67.7153319538366,17.088237427532995,1.2573447489552836,0.013428452898123888,-2.2949013050060456,1.0174081,20.012196,1.4761848,0.74718857,0.7289963,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344209739024128,67.72526711426724,17.08441696015412,1.1972304150166018,0.29063889937533877,-0.8794918076982491,1.0354024,20.26319,1.5196304,0.6495266,0.87010384,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344209739024256,67.71283457888903,17.08616223668298,-0.21872951971480006,-1.0301300668381872,-0.663150320112294,1.053149,20.500008,0.9587555,0.42905235,0.52970314,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344209739532544,67.72302913482261,17.08202947903805,1.6192492610758924,-0.26830942894609977,4.4005737041315,0.96734565,20.692537,2.0453186,0.7236538,1.3216648,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344209739532672,67.72205567611687,17.08693962872265,,,,,20.775967,0.95386124,0.12991905,0.8239422,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344239803190784,67.73898972954042,17.09547591875437,0.050032492836892525,2.798105583426194,-1.2075126948859718,1.0707538,18.421333,1.1865311,0.50372696,0.6828041,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4649.5083,4.9515,-2.6384,1229.3551,0.0352,0.0275,0.015
3313344274162929408,67.7019615636716,17.09617008965548,0.732732266086427,0.25867164819106725,-2.8206825554736557,0.9376737,18.604942,1.8088398,0.8464241,0.9624157,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3843.6575,4.9472,-1.0972,615.2036,0.4439,0.3164,0.1706
3313344278460077440,67.70404226611251,17.09620292796566,1.395105896488523,-1.8435004189405415,5.068820503993811,1.072689,19.718723,2.558012,1.3285923,1.2294197,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344312818748160,67.72446268717067,17.103318476911106,1.2380784604958586,1.736428321344887,-4.7530692389464,1.0635768,20.616888,1.8646259,0.7843323,1.0802937,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344312818748672,67.71920748820537,17.112289739149638,,,,,20.837383,2.3352108,0.89258575,1.442625,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344312820121600,67.72442233294232,17.1047494046675,0.6328944854589214,6.911467523863002,-2.3513317769198485,0.995317,15.735103,1.1337585,0.47982502,0.6539335,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,6098.175,4.3531,-0.8755,1178.588,1.0153,0.8405,0.4605
3313344347178486272,67.73575141858075,17.10639508361606,,,,,20.985092,1.409872,0.2996807,1.1101913,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344347179549824,67.73637912562214,17.10374518786178,0.4388123240288842,0.412194108885745,-6.4101275223993746,1.0681196,17.683863,1.4142704,0.6533356,0.7609348,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4350.8525,4.6027,-1.6128,1058.8557,0.1761,0.1338,0.0722
3313344347179859584,67.75162828799078,17.104647996639923,0.09233610134038789,1.9671538016221584,0.020136482061141308,1.0707843,20.025188,1.4620514,0.73293114,0.72912025,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344377242148864,67.7491111501205,17.110602008603962,0.36528468518658175,1.6087697937229568,-0.4671432550302574,0.9806652,19.790413,1.3957901,0.71460915,0.68118095,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344411601889536,67.72183920345647,17.115402056201457,0.34814969367303517,1.4732068742393105,-1.8938704716373829,0.99694943,18.448704,1.3294907,0.63144684,0.6980438,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4441.4556,4.8475,-2.4137,1149.6527,0.0669,0.0515,0.028
3313344415897452032,67.73550220807493,17.115783321210383,-1.0031208612129854,1.5172224279477267,-1.2828030761414018,1.0306416,20.486906,1.2061253,0.37882805,0.8272972,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344450258762880,67.74240689128695,17.118385076199857,0.595032347363206,-0.31979823730272483,1.3440803881510963,0.9843273,17.628353,1.2628689,0.550745,0.7121239,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4783.533,4.8975,-2.1667,919.3981,0.2947,0.2308,0.1256
3313344480321362432,67.69964536954964,17.105358109563543,-0.07121456960482828,0.4404714898191202,-1.114829188756256,0.88681215,19.275753,1.0200005,0.47620392,0.54379654,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344484616930560,67.7002976936015,17.098477611910265,,,,,20.970905,1.9201946,-1.0587788,2.9789734,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344484618506624,67.69409551211957,17.108966573675314,0.28326384635654395,5.000787334057363,-0.2761041445288417,1.0207493,19.525265,1.9228172,1.0076046,0.91521263,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344514681102080,67.70647242683069,17.10931314256573,1.0966306634162422,-4.289759082414577,-4.157168847129945,0.9936074,16.347855,1.41714,0.63677025,0.78036976,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5012.3545,4.6833,-0.8835,665.9524,0.9356,0.7304,0.3942
3313344518978243840,67.70645628655646,17.1070705392042,0.6292528470592221,4.231381182932218,-2.0449522250166052,1.4647793,18.948034,2.120037,0.9989624,1.1210747,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3541.4373,4.643,-1.5028,426.1997,0.6023,0.4143,0.226
3313344549040844288,67.6887691033306,17.12011237187684,0.3072175875525194,-0.6837921577432164,-3.886804357338967,1.0085545,19.707056,1.4454899,0.6457195,0.79977036,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344553337119232,67.68890651460195,17.1139364602928,,,,,21.072819,1.3671627,0.049474716,1.317688,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344553337984512,67.68489610601371,17.108380366285576,0.8064187283486025,-1.986177428754796,-1.660849995233884,0.9680008,14.758281,1.0982037,0.46155548,0.6366482,,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6342.1646,4.2111,-0.6024,1126.8882,1.0741,0.8964,0.4895
3313344583400583552,67.69632721644813,17.123857859795784,2.273324634735869,8.048998652722442,4.012000076144492,0.9629215,17.54886,2.430462,1.3204651,1.1099968,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3751.784,4.6702,-0.4827,396.6361,1.5617,1.0626,0.5937
3313344583400584320,67.69935695143546,17.126962597231454,0.1610681183656914,2.2560564482261594,-2.211710077228063,1.0860453,17.870447,1.3628922,0.5970783,0.7658138,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4527.6274,4.9005,-1.6894,866.5169,0.3042,0.2336,0.1263
3313344587694604416,67.69863127760435,17.132343112486133,0.5718833271340602,1.9758661297566915,1.8895617086575989,1.0457091,20.162544,1.6773758,0.8454666,0.8319092,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344587694604544,67.69533687623033,17.126088633897638,-0.48651231377515824,-0.7526597982498455,-0.5518596876245994,1.0198153,20.495398,1.7817898,0.855669,0.92612076,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344587696656768,67.70549583676333,17.12190504290548,2.424293724720786,2.460297459292361,1.9111092186882337,1.0906135,20.928736,1.4628468,0.1669941,1.2958527,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344617760320896,67.72297415459985,17.11836510228056,0.1727202226054251,1.40021209006701,-0.9899867621103392,1.0616041,18.300478,1.1724567,0.5273514,0.64510536,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4822.369,4.899,-2.3922,1429.2211,0.0144,0.0114,0.0062
3313344617760321152,67.71453180694873,17.120563371239648,0.8852123647401232,1.8528899779696293,-0.5435769783434927,1.0162777,19.235073,1.4888725,0.72893524,0.7599373,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344617760321536,67.72450805139512,17.122631002980327,2.4873151112858585,2.4638389498090114,-15.494798979822262,1.0299077,18.668318,2.7591038,1.5033016,1.2558022,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3375.7192,4.6684,-0.6491,337.3109,1.2854,0.8229,0.5207
3313344622055929600,67.71194538318694,17.12585627411685,,,,,21.44816,2.0640068,-1.9717178,4.0357246,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344652120062208,67.73439394005273,17.131101858439624,0.6902616815293791,3.2377959141047135,-4.121654390234154,0.9976488,19.415705,2.0742283,1.0311604,1.0430679,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344652120062848,67.72729182617195,17.132829033148546,0.9298578906030704,4.334928568723114,-8.975400856956849,1.0519682,18.07824,1.9789562,1.0151615,0.9637947,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4157.6743,4.708,-0.4565,784.7913,1.1666,0.8345,0.4514
3313344656418273280,67.7332259093117,17.13009658964756,,,,,20.880154,0.70547676,0.19900322,0.50647354,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344686479760768,67.7078911290047,17.133655174577115,2.1811926917474156,8.882092867885005,-4.704184711085534,1.0401181,10.866931,0.81679916,0.32011127,0.4966879,10.816366,0.25,VARIABLE,0,true,true,false,true,false,true,true,7347.5776,3.8245,-0.3073,481.6805,0.9464,0.8248,0.4439
3313344686483042816,67.70646436435466,17.139300125317316,,,,,21.20295,2.0200672,-1.3178654,3.3379326,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344690776932608,67.70864545548291,17.134341724769296,0.906825014378445,2.756219435054489,-3.0799467241731913,1.4049827,16.724485,0.73497105,-0.6207733,1.3557444,,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
3313344720839499008,67.72206544126354,17.142357139358744,0.6929752514577199,6.704903047195904,-3.77008187543625,1.1753997,11.89413,1.5621624,0.72813034,0.83403206,25.21927,-0.5,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
3313344720839543424,67.72390264203393,17.147369786318574,-0.2723239716533948,0.801640728156962,-0.127661029418153,1.0144458,19.635149,1.2441139,0.5783291,0.66578484,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344725135096320,67.71774265690793,17.146220059505872,-0.618296850967279,0.4878780961653375,-1.13745897040187,0.9824654,20.26189,1.4882851,0.6321354,0.8561497,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344725135609984,67.71842877223153,17.134606080649977,-1.2833457034300313,-0.11571692380181203,-3.3936372060467854,1.2007332,20.72158,0.92993736,0.15898514,0.7709522,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313344725136668544,67.72781348937107,17.14262682534582,0.15843028931345204,-0.3845310414583463,-0.7949974682818269,1.0966716,16.41807,1.50601,0.6901798,0.81583023,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4967.506,4.1896,-0.787,1403.3624,1.1052,0.8554,0.4616
3313712339975612032,67.38846223753316,16.9961406194937,,,,,21.14547,1.0296917,-0.26667976,1.2963715,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313712339976929792,67.38338717363983,17.000142307423264,,,,,21.703157,1.7812328,-2.2476387,4.0288715,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313707009920718720,67.19820535753738,16.909176630916793,0.3528363240531444,2.0033486102839784,0.8068769047969606,0.9837444,19.029718,1.3298721,0.6038933,0.72597885,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313725877712244864,67.17466915572774,16.98734634094392,0.773596507888187,-0.07950218510587864,-0.6155605261987577,0.97843546,20.389523,1.058157,0.3776245,0.68053246,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313725912072505344,67.1780600760279,16.992213927192882,,,,,21.1227,4.1810093,3.0601673,1.120842,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313699931814503168,67.20292448144517,16.71242350616268,1.1821181373903078,-0.6482986237412225,-11.001797850653794,1.0231445,16.676643,1.6569853,0.7941799,0.86280537,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4570.3735,4.5208,-0.1616,806.4188,0.9151,0.683,0.3624
3313700000533984896,67.19258527201343,16.723364832501847,0.2080601112726606,0.15907718445786212,0.3445229301874691,0.9700598,16.937342,1.2627392,0.5473404,0.7153988,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5527.5933,4.6769,-1.7405,1054.1345,0.9832,0.7928,0.4368
3313700039188965760,67.21923707489026,16.713561849144465,0.4036118678701574,0.9571319618946963,-2.3407207813274544,1.0218284,20.480545,1.2047997,0.4630146,0.74178505,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313700069253463040,67.22565686358267,16.72506523092472,-0.0037559063758225344,0.4995058121543351,-0.9504601904405546,1.0247996,19.494658,1.2699871,0.5738716,0.6961155,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313700073548223232,67.22956445758985,16.729147101998073,0.45571900821429145,1.3365064220431395,-2.414952632096215,1.0186915,20.651861,1.3328152,0.4463482,0.886467,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313700073548753280,67.2279169207385,16.71798882107115,1.8621569908715248,2.4566257949232657,-0.7510113180799125,1.0496898,20.657997,1.4290676,0.50309944,0.92596817,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313700073549509760,67.2264282324224,16.729322973194954,0.44675408889053936,0.2779889086471258,-1.3059512012537755,1.7180898,17.993479,1.4834995,0.6140747,0.8694248,,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4285.8237,4.9297,-1.5373,763.5488,0.1306,0.0987,0.0531
3313700073549510528,67.22416584167254,16.725434019958204,1.722740138264137,10.85835129135893,-1.372858342418249,1.0912691,17.591831,2.5161743,1.3667774,1.1493969,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3633.5757,4.3869,-0.3648,548.9984,1.5365,1.0198,0.5982
3313700314066923776,67.19571922772806,16.734720894516904,1.2721730937176994,-4.4276739307920066,-1.0366614321439656,1.0800594,20.826078,2.2632904,0.8670578,1.3962326,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313700314067679616,67.19221928522855,16.74293654695712,1.8091167846771659,11.668859699753824,-8.273542602695477,0.9829993,13.835804,1.3004684,0.5745802,0.72588825,9.353699,0.25,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5326.7856,4.2498,-0.4518,537.4928,0.904,0.7208,0.3895
3313700348426623872,67.20575020284595,16.738090485760594,-0.3196493943184702,0.20655668791431278,-1.36285996973054,1.0134933,20.55593,1.1345234,0.38953018,0.7449932,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313700348427417856,67.20204528115818,16.736340302450046,0.44425424966046895,0.40408909957191164,-2.1402945936609847,1.0365301,17.535404,1.1916122,0.50815964,0.6834526,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5260.019,4.7686,-2.1046,1270.7648,0.5786,0.4662,0.256
3313700348428242304,67.1949715230917,16.74513014505817,,,,,21.853872,1.7429962,-1.3500252,3.0930214,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313700378491119360,67.17928008126037,16.747549210170316,-0.12894891551188112,-0.7245456170706309,-1.9063563696776353,1.1273738,18.576591,1.3018436,0.6007557,0.70108795,,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4449.707,4.9192,-1.6789,1244.458,0.0331,0.0254,0.0137
3313700382787156736,67.18685888594612,16.742849296396294,0.474743546439888,0.3892729492427778,-2.0575059580629316,0.9951875,19.313559,1.2765388,0.5967293,0.6798096,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313700417145606528,67.19726507423223,16.758031718804073,0.246931060920125,5.435091868772612,2.0867567272890932,1.0467962,19.876932,1.7944679,0.8953018,0.8991661,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313700417146894080,67.1934627199351,16.747135661425673,1.7031788260071996,11.535522251600126,-8.063934617126908,1.3280476,14.882739,1.5860844,0.740695,0.84538937,5.296121,0.25,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4810.687,4.3339,-0.511,517.0839,1.1527,0.8799,0.472
3313702959766705920,67.18362228804472,16.8065058670054,-1.0391551904130394,1.087685494085007,-1.6843715807629256,1.0156392,20.700523,1.1728954,0.5952854,0.57761,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313701138701400960,67.16903448383586,16.75389792086723,0.3023696106716673,0.6061299743163217,0.49819390467139707,1.0513422,20.04036,1.1493034,0.51620865,0.6330948,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313701173060347904,67.18187796687218,16.757121886315453,0.8808035002959964,0.30602099412883277,-0.7487882108488432,1.0447881,20.619507,1.5276031,0.5011997,1.0264034,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
3313701173061137408,67.1784006608002,16.764631339538333,0.6479281337016924,5.588588081422739,-5.201207173347193,0.9585149,15.360957,1.2735863,0.55498886,0.7185974,,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5717.6104,4.0885,-0.2656,1247.841,1.1084,0.8955,0.4851
